### Wed Jan 26 12:02:20 AM
42	->	46
35	->	46
95	->	98
66	->	98
135	->	159
86	->	88
73	->	77
45	->	77
136	->	141
136	->	146
102	->	128
124	->	128
126	->	128
128	->	136
132	->	136
129	->	136
130	->	136
100	->	101
105	->	106
122	->	123
32	->	33
118	->	121
141	->	142
4	->	5
144	->	147
140	->	147
138	->	147
168	->	171
107	->	108
123	->	131
114	->	131
57	->	60
58	->	60
74	->	78
43	->	78
25	->	92
92	->	148
115	->	148
61	->	69
69	->	70
67	->	70
34	->	70
121	->	122
110	->	122
122	->	125
114	->	125
96	->	125
169	->	172
134	->	135
132	->	135
136	->	137
135	->	139
182	->	183
179	->	183
177	->	183
176	->	184
116	->	119
119	->	134
84	->	134
60	->	68
49	->	79
76	->	79
79	->	86
85	->	86
196	->	197
31	->	32
23	->	32
33	->	38
108	->	109
94	->	95
91	->	95
89	->	95
83	->	84
90	->	133
155	->	180
157	->	180
186	->	192
185	->	192
190	->	192
176	->	192
192	->	193
159	->	195
194	->	195
7	->	36
36	->	49
19	->	49
11	->	49
54	->	55
70	->	83
71	->	83
81	->	83
83	->	87
74	->	87
70	->	93
51	->	75
75	->	76
63	->	64
64	->	65
65	->	66
93	->	94
108	->	111
119	->	120
78	->	80
39	->	80
111	->	116
116	->	117
25	->	117
13	->	25
145	->	167
156	->	167
163	->	167
57	->	71
60	->	72
71	->	72
3	->	115
52	->	53
50	->	53
148	->	153
137	->	153
149	->	153
184	->	191
189	->	191
192	->	194
195	->	196
15	->	16
24	->	48
80	->	91
48	->	91
63	->	91
138	->	145
5	->	13
72	->	74
12	->	18
19	->	31
5	->	21
5	->	27
164	->	186
131	->	132
125	->	132
135	->	154
78	->	103
87	->	103
91	->	104
103	->	104
155	->	156
55	->	56
60	->	61
56	->	67
98	->	99
88	->	99
68	->	99
82	->	99
155	->	178
174	->	178
165	->	185
151	->	185
183	->	190
86	->	102
13	->	26
24	->	42
5	->	19
18	->	19
7	->	19
170	->	175
19	->	20
53	->	54
14	->	54
26	->	28
83	->	89
109	->	110
84	->	118
117	->	118
33	->	35
24	->	35
8	->	35
16	->	24
20	->	24
1	->	24
101	->	105
104	->	105
106	->	107
22	->	43
24	->	43
178	->	182
136	->	144
142	->	149
147	->	149
56	->	57
70	->	73
29	->	73
49	->	52
146	->	151
150	->	151
137	->	158
151	->	158
158	->	161
43	->	59
59	->	82
142	->	143
7	->	10
172	->	173
173	->	176
136	->	162
139	->	162
162	->	179
168	->	179
154	->	166
171	->	187
162	->	187
136	->	140
153	->	168
158	->	168
166	->	168
176	->	189
179	->	189
77	->	85
47	->	155
133	->	155
149	->	155
153	->	163
149	->	160
187	->	188
136	->	138
149	->	150
184	->	198
18	->	29
27	->	29
28	->	29
29	->	51
39	->	51
103	->	112
112	->	113
88	->	114
94	->	114
113	->	114
95	->	127
114	->	127
118	->	129
125	->	130
127	->	130
41	->	45
97	->	124
96	->	126
167	->	169
99	->	100
38	->	40
35	->	40
40	->	44
44	->	58
62	->	63
171	->	174
143	->	174
170	->	174
11	->	23
60	->	62
17	->	62
46	->	50
44	->	50
161	->	164
168	->	170
164	->	170
175	->	177
153	->	181
1	->	8
6	->	152
115	->	152
152	->	157
60	->	81
48	->	81
67	->	81
43	->	81
30	->	34
10	->	11
9	->	11
10	->	14
2	->	14
88	->	90
37	->	90
83	->	90
87	->	96
90	->	96
96	->	97
