node   in       out
     degree   degree 
-------------------------
1	16	0
2	3	0
3	8	1
4	12	0
5	4	0
6	61	2
7	16	4
8	6	0
9	6	0
10	15	0
11	12	0
12	5	0
13	10	0
14	10	0
15	5	0
16	5	0
17	5	1
18	10	2
19	5	1
20	5	1
21	5	1
22	5	1
23	4	1
24	10	0
25	10	0
26	10	0
27	16	0
28	16	0
29	10	0
30	8	2
31	8	2
32	12	0
33	16	0
34	8	0
35	4	0
36	12	0
37	8	4
38	8	0
39	13	5
40	12	0
41	10	0
42	12	0
43	6	2
44	8	6
45	12	2
46	10	0
47	10	0
48	10	0
49	14	2
50	10	0
51	6	0
52	7	0
53	9	0
54	2	1
55	3	0
56	5	0
57	5	0
58	14	0
59	6	2
60	12	2
61	4	1
62	19	0
63	18	2
64	14	0
65	4	2
66	5	0
67	2	1
68	24	0
69	6	1
70	10	1
71	7	2
72	2	1
73	9	0
74	18	0
75	8	0
76	4	4
77	10	2
78	6	0
79	4	3
80	8	0
81	7	1
82	8	0
83	7	1
84	6	2
85	6	1
86	12	0
87	5	0
88	20	2
89	95	6
90	7	5
91	4	2
92	4	0
93	14	0
94	9	0
95	2	1
96	7	0
97	8	0
98	8	2
99	10	0
100	4	3
101	4	1
102	10	2
103	10	2
104	10	2
105	10	2
106	10	2
107	10	2
108	16	6
109	12	6
110	9	0
111	8	0
112	7	1
113	8	0
114	6	2
115	8	0
116	12	2
117	8	4
118	6	2
119	6	1
120	4	2
121	10	2
122	14	1
123	5	1
124	12	4
125	8	2
126	8	0
127	22	0
128	38	10
129	8	2
130	8	2
131	4	2
132	4	6
133	6	2
134	4	2
135	31	4
136	14	1
137	6	0
138	5	1
139	12	0
140	12	0
141	6	3
142	4	2
143	18	4
144	10	2
145	365	51
146	92	19
147	297	192
148	3	3
149	11	8
150	10	5
151	3	0
152	3	12
153	94	44
154	17	20
155	118	40
156	2	1
157	18	8
158	8	12
159	12	20
160	8	2
161	10	2
162	4	3
163	8	0
164	5	11
165	2	4
166	7	2
167	8	9
168	6	6
169	2	10
170	0	14
171	6	4
172	5	1
173	68	10
174	41	31
175	4	8
176	41	26
177	5	0
178	5	0
179	4	2
180	2	1
181	2	1
182	3	19
183	19	10
184	24	21
185	21	6
186	428	216
187	15	4
188	16	13
189	3	0
190	1	3
191	8	2
192	4	0
193	26	6
194	2	1
195	10	2
196	8	6
197	10	5
198	29	37
199	18	2
200	8	8
201	4	3
202	14	9
203	3	1
204	10	2
205	98	126
206	8	6
207	12	14
208	20	45
209	4	0
210	7	8
211	11	11
212	4	8
213	0	6
214	0	6
215	12	5
216	3	8
217	7	15
218	13	5
219	1	2
220	18	29
221	10	8
222	4	5
223	2	4
224	6	6
225	2	1
226	3	2
227	119	127
228	46	200
229	76	90
230	28	138
231	46	115
232	2	10
233	17	34
234	0	3
235	3	6
236	1	5
237	0	6
238	27	17
239	4	6
240	5	1
241	4	4
242	0	2
243	10	29
244	4	10
245	7	29
246	3	11
247	1	2
248	4	9
249	1	5
250	2	3
251	2	1
252	2	1
253	1	2
254	1	2
255	0	6
256	2	1
257	1	5
258	1	2
259	2	7
260	0	3
261	4	6
262	0	4
263	2	4
264	2	1
265	1	1
266	4	1
267	3	3
268	0	6
269	2	10
270	5	4
271	8	4
272	5	10
273	2	12
274	2	4
275	2	6
276	6	3
277	3	3
278	1	2
279	4	4
280	4	8
281	2	1
282	4	16
283	2	1
284	1	2
285	14	28
286	3	11
287	2	8
288	2	8
289	0	10
290	2	8
291	2	8
292	2	8
293	9	17
294	1	2
295	9	35
296	2	4
297	4	14
298	25	81
299	12	9
300	7	26
301	6	2
302	4	12
303	4	8
304	5	5
305	1	2
306	14	22
307	0	3
308	1	2
309	0	12
310	1	3
311	6	19
312	2	11
313	1	2
314	2	4
315	1	2
316	7	8
317	1	7
318	1	5
319	1	2
320	4	8
321	0	6
322	0	6
323	6	13
324	1	5
325	0	6
326	4	8
327	0	6
328	0	6
329	4	8
330	2	4
331	0	4
332	3	12
333	0	6
334	9	12
335	3	15
336	1	8
337	0	12
338	1	2
339	1	2
340	4	2
341	0	3
342	4	8
343	2	13
344	0	8
345	8	2
346	4	5
347	1	5
348	2	8
349	3	10
350	0	6
351	6	0
352	10	17
353	1	8
354	0	15
355	0	6
356	0	3
357	0	6
358	1	0
359	1	5
360	4	4
361	4	2
362	2	4
363	1	4
364	2	8
365	1	29
366	4	2
367	4	0
368	2	3
369	1	3
370	1	8
371	3	11
372	2	2
373	2	12
374	0	27
375	0	6
376	7	35
377	1	0
378	1	2
379	0	4
380	0	4
381	5	7
382	8	22
383	10	11
384	3	6
385	0	10
386	6	3
387	3	12
388	1	5
389	2	14
390	6	14
391	4	8
392	4	30
393	1	2
394	0	12
395	2	19
396	0	5
397	1	7
398	0	2
399	4	8
400	0	3
401	0	12
402	0	12
403	0	4
404	0	9
405	0	3
406	4	8
407	2	6
408	28	318
409	2	24
410	0	4
411	0	3
412	13	15
413	4	14
414	3	20
415	0	2
416	0	12
417	2	19
418	0	3
419	0	3
420	2	4
421	0	10
422	0	26
423	1	2
424	2	4
425	0	9
426	2	155
427	2	93
428	0	8
429	0	8
430	0	6
431	0	15
432	0	12
433	0	6
434	0	6
435	5	23
436	0	22
437	0	10
438	0	9
439	5	17
440	4	12
441	0	10
442	0	8
443	0	20
444	2	10
445	0	12
446	0	4
447	0	3
448	0	3
449	1	17
450	0	8
451	0	9
452	0	8
453	1	5
610	0	1
685	0	1
687	0	1
997	0	1
998	0	1
