### Wed Jan 26 12:01:51 AM
126	->	133
64	->	65
65	->	227
191	->	227
44	->	227
208	->	227
215	->	227
207	->	227
218	->	227
211	->	227
186	->	287
64	->	186
186	->	186
174	->	186
115	->	186
117	->	186
184	->	186
185	->	186
->	->	186
149	->	186
183	->	186
84	->	186
166	->	186
182	->	186
72	->	186
129	->	186
130	->	186
98	->	186
160	->	186
67	->	186
91	->	186
162	->	186
50	->	186
141	->	186
113	->	186
148	->	186
161	->	186
100	->	186
76	->	186
95	->	186
132	->	186
71	->	186
186	->	289
280	->	289
25	->	103
26	->	105
153	->	173
118	->	173
79	->	173
172	->	173
290	->	414
413	->	414
220	->	414
264	->	414
103	->	155
105	->	155
107	->	155
102	->	155
104	->	155
106	->	155
153	->	155
45	->	155
43	->	155
78	->	155
77	->	155
75	->	155
32	->	155
280	->	298
297	->	298
295	->	298
271	->	298
298	->	394
288	->	394
227	->	228
47	->	107
24	->	102
186	->	292
147	->	147
146	->	147
133	->	146
73	->	146
145	->	146
92	->	146
298	->	408
269	->	408
284	->	408
390	->	408
387	->	408
349	->	408
376	->	408
310	->	408
316	->	408
273	->	408
311	->	408
342	->	408
364	->	408
245	->	408
381	->	408
360	->	408
346	->	408
370	->	408
384	->	408
399	->	408
302	->	408
173	->	174
186	->	290
298	->	401
291	->	401
186	->	291
46	->	104
186	->	191
186	->	288
287	->	337
298	->	337
298	->	402
292	->	402
155	->	280
174	->	280
298	->	309
286	->	309
191	->	286
228	->	413
414	->	426
408	->	426
358	->	426
285	->	426
278	->	426
336	->	426
407	->	426
347	->	426
246	->	426
420	->	426
175	->	426
303	->	426
7	->	68
89	->	114
435	->	436
228	->	297
48	->	106
38	->	44
28	->	44
229	->	230
44	->	229
168	->	229
207	->	229
218	->	229
211	->	229
180	->	229
164	->	229
181	->	229
142	->	229
28	->	31
109	->	205
171	->	205
198	->	205
193	->	205
154	->	205
202	->	205
204	->	205
31	->	89
13	->	89
86	->	89
205	->	212
38	->	88
382	->	427
409	->	427
395	->	427
362	->	427
417	->	427
147	->	153
114	->	153
88	->	153
61	->	153
101	->	153
111	->	153
112	->	153
49	->	153
140	->	153
90	->	153
56	->	153
39	->	153
96	->	153
205	->	208
228	->	231
230	->	231
220	->	231
221	->	231
203	->	231
190	->	231
209	->	231
205	->	269
220	->	269
193	->	220
202	->	220
210	->	220
68	->	109
89	->	109
127	->	128
124	->	128
125	->	128
73	->	281
408	->	441
345	->	348
231	->	294
408	->	435
365	->	435
389	->	435
230	->	233
120	->	233
222	->	233
226	->	233
282	->	385
115	->	120
228	->	282
233	->	282
223	->	282
186	->	296
231	->	365
296	->	365
302	->	365
116	->	117
40	->	117
89	->	116
116	->	171
40	->	118
298	->	382
376	->	382
381	->	382
283	->	284
186	->	283
228	->	293
230	->	293
221	->	293
192	->	293
294	->	295
293	->	295
259	->	295
267	->	295
155	->	277
298	->	343
277	->	343
276	->	343
270	->	343
435	->	437
343	->	437
155	->	176
18	->	176
12	->	176
176	->	184
137	->	184
186	->	215
408	->	409
317	->	409
298	->	317
279	->	317
186	->	279
382	->	389
279	->	389
277	->	395
391	->	395
392	->	395
36	->	45
36	->	37
33	->	37
37	->	145
145	->	145
143	->	145
63	->	145
122	->	145
54	->	145
110	->	145
108	->	145
14	->	145
93	->	145
136	->	145
153	->	390
366	->	390
367	->	390
351	->	366
147	->	185
185	->	185
186	->	306
306	->	306
386	->	387
300	->	387
186	->	386
10	->	386
231	->	300
299	->	300
272	->	300
186	->	299
10	->	299
11	->	299
387	->	431
384	->	431
205	->	349
281	->	349
128	->	143
89	->	165
165	->	268
423	->	425
424	->	425
186	->	187
233	->	423
86	->	121
293	->	357
167	->	169
159	->	169
147	->	167
169	->	170
168	->	170
153	->	168
167	->	168
157	->	159
158	->	159
62	->	63
186	->	188
186	->	419
186	->	195
207	->	217
200	->	217
217	->	450
206	->	207
->	->	218
218	->	218
233	->	305
305	->	400
186	->	197
188	->	198
197	->	198
196	->	198
122	->	199
186	->	211
199	->	211
408	->	416
186	->	221
293	->	376
371	->	376
248	->	376
363	->	376
89	->	193
99	->	193
285	->	308
228	->	285
230	->	285
152	->	285
308	->	375
373	->	375
285	->	373
373	->	373
312	->	373
147	->	149
149	->	154
151	->	154
150	->	154
412	->	429
186	->	323
323	->	323
323	->	412
334	->	412
301	->	412
323	->	325
186	->	310
176	->	183
313	->	314
186	->	256
256	->	313
314	->	315
426	->	438
315	->	438
304	->	316
119	->	316
266	->	316
231	->	304
250	->	304
57	->	61
6	->	61
4	->	6
220	->	222
204	->	222
131	->	135
57	->	250
135	->	250
282	->	421
316	->	421
205	->	223
101	->	119
119	->	278
85	->	101
82	->	85
82	->	84
83	->	84
81	->	83
80	->	81
272	->	273
216	->	273
156	->	272
210	->	272
80	->	156
149	->	152
150	->	152
231	->	311
217	->	311
261	->	311
198	->	200
195	->	196
186	->	203
439	->	442
231	->	319
408	->	449
319	->	449
201	->	202
427	->	439
412	->	439
231	->	318
152	->	318
449	->	451
318	->	451
244	->	451
53	->	54
231	->	338
338	->	341
147	->	320
320	->	322
320	->	321
231	->	324
323	->	324
324	->	335
332	->	335
334	->	335
335	->	342
339	->	342
74	->	342
231	->	339
147	->	326
326	->	328
326	->	327
74	->	340
186	->	383
11	->	383
340	->	383
34	->	166
166	->	361
189	->	361
361	->	362
154	->	352
15	->	352
23	->	352
352	->	355
257	->	355
8	->	15
352	->	353
353	->	356
18	->	18
17	->	18
352	->	354
18	->	19
19	->	20
20	->	21
21	->	22
22	->	23
8	->	23
176	->	182
179	->	182
240	->	249
9	->	12
9	->	16
16	->	17
238	->	240
240	->	244
249	->	257
244	->	257
186	->	238
163	->	238
147	->	329
329	->	333
330	->	331
186	->	330
177	->	330
177	->	180
408	->	444
236	->	444
329	->	332
238	->	334
335	->	336
186	->	359
51	->	72
444	->	445
235	->	236
186	->	190
111	->	129
186	->	204
205	->	213
334	->	369
369	->	410
112	->	130
13	->	112
155	->	276
343	->	388
388	->	396
42	->	43
42	->	49
185	->	453
453	->	453
247	->	307
246	->	247
97	->	98
230	->	432
121	->	157
6	->	157
144	->	157
408	->	417
97	->	144
110	->	266
205	->	364
228	->	239
239	->	242
238	->	243
239	->	243
241	->	243
231	->	245
243	->	245
140	->	160
159	->	164
160	->	164
66	->	164
162	->	164
6	->	7
3	->	7
243	->	378
378	->	379
377	->	379
66	->	67
2	->	3
393	->	404
6	->	241
228	->	381
233	->	381
178	->	181
178	->	179
390	->	403
7	->	99
147	->	158
285	->	374
68	->	91
68	->	108
147	->	162
158	->	350
108	->	360
408	->	428
164	->	405
244	->	407
406	->	407
228	->	406
198	->	261
187	->	371
397	->	397
263	->	397
231	->	263
205	->	206
231	->	275
275	->	344
137	->	141
139	->	141
186	->	448
139	->	142
205	->	347
346	->	347
345	->	346
186	->	345
348	->	380
286	->	370
368	->	370
155	->	368
383	->	384
371	->	411
201	->	210
134	->	210
186	->	201
231	->	452
186	->	262
78	->	79
41	->	79
306	->	399
35	->	399
212	->	391
270	->	391
155	->	270
408	->	422
41	->	77
148	->	148
5	->	148
198	->	302
228	->	246
186	->	393
53	->	150
55	->	150
94	->	150
138	->	138
218	->	232
138	->	232
232	->	232
210	->	216
34	->	372
372	->	398
219	->	260
186	->	194
194	->	219
253	->	255
254	->	255
186	->	252
252	->	253
186	->	251
251	->	254
159	->	161
147	->	258
186	->	259
258	->	259
298	->	392
276	->	392
224	->	392
75	->	100
87	->	100
89	->	90
87	->	90
30	->	90
205	->	214
29	->	30
32	->	76
29	->	76
225	->	274
56	->	123
274	->	433
123	->	225
440	->	443
93	->	301
439	->	440
408	->	418
94	->	95
147	->	424
186	->	420
124	->	131
62	->	124
60	->	124
58	->	59
58	->	60
59	->	70
135	->	136
62	->	125
70	->	125
128	->	132
147	->	248
153	->	265
265	->	415
155	->	271
39	->	39
27	->	39
205	->	224
175	->	430
173	->	175
128	->	134
187	->	226
233	->	363
147	->	303
220	->	267
96	->	172
414	->	434
155	->	264
233	->	234
312	->	446
52	->	69
186	->	312
69	->	71
147	->	235
235	->	237
359	->	447
