### Mon Jan 31 02:30:59 PM
6030	->	8186
4780	->	8186
3990	->	8187
1086	->	8187
1086	->	8188
4839	->	5424
4552	->	5424
1086	->	1711
5235	->	5412
1589	->	8189
1916	->	8189
3190	->	8189
1088	->	8190
1589	->	8191
6955	->	8191
6648	->	8191
1088	->	1589
1088	->	5640
5412	->	5621
1088	->	3575
1090	->	8192
1092	->	1597
7057	->	8193
1094	->	5895
5837	->	5895
1094	->	8194
1095	->	8195
1095	->	8196
1095	->	8197
1096	->	8198
1098	->	5121
1101	->	1559
4964	->	5534
1470	->	5534
5147	->	5534
1104	->	1110
1110	->	3567
1107	->	1813
4503	->	4811
1110	->	4503
3567	->	8199
3567	->	8200
4002	->	8200
3567	->	8201
4002	->	8201
5432	->	8202
3567	->	5432
1112	->	8203
5890	->	8203
1112	->	8204
6727	->	7115
3453	->	7115
1114	->	8205
1546	->	2851
7115	->	8206
6728	->	8206
7087	->	8206
3207	->	3338
1899	->	6313
4586	->	6313
1116	->	6313
1116	->	8207
1117	->	8208
1117	->	8209
1363	->	3818
1117	->	3818
1998	->	8210
1117	->	8210
1966	->	8211
4739	->	8211
6321	->	8211
4467	->	8211
1118	->	2233
1119	->	1806
1120	->	8212
1582	->	8212
5271	->	8212
1121	->	8213
1123	->	8214
2268	->	8215
1123	->	8216
1123	->	2268
1123	->	8217
1123	->	8218
1123	->	5050
3967	->	5050
3414	->	5050
1125	->	8219
1198	->	8219
1126	->	8220
2815	->	8220
1126	->	8221
1455	->	8221
1126	->	8222
1127	->	8223
3190	->	8224
1130	->	4641
3763	->	4641
3978	->	4641
1132	->	8225
1133	->	8226
1134	->	8227
6856	->	8227
1135	->	4350
1892	->	4350
1949	->	4350
1137	->	6948
1668	->	6948
3782	->	6948
6706	->	6948
2919	->	4597
5722	->	8228
1140	->	8229
1140	->	8230
4283	->	4344
2779	->	4212
1141	->	4212
7264	->	8231
4344	->	4506
1372	->	6786
1189	->	6786
5690	->	6786
5063	->	6786
7233	->	8232
1141	->	1372
1450	->	4283
1819	->	4283
2209	->	4283
2644	->	4283
3030	->	4283
1141	->	4283
1142	->	6599
1751	->	6599
1848	->	6599
1143	->	1297
1180	->	1297
1297	->	8233
6805	->	6887
5610	->	6887
3930	->	5255
1144	->	1327
4101	->	5918
1144	->	1219
6887	->	8234
6807	->	8234
1144	->	8235
6915	->	8236
7062	->	8236
3643	->	4101
1144	->	4101
5328	->	6807
5920	->	6807
1144	->	8237
1144	->	8238
1144	->	1580
1144	->	8239
1144	->	3349
5064	->	6697
1144	->	6697
3986	->	5447
3797	->	5189
1144	->	5189
1736	->	5189
3389	->	4112
1496	->	4112
1144	->	5031
5920	->	6805
5161	->	6831
6516	->	6831
5464	->	5800
1151	->	8240
4488	->	6096
4913	->	8241
2576	->	4664
3514	->	4664
1152	->	6465
2321	->	7302
7292	->	7302
6830	->	7302
7212	->	7302
3793	->	7302
6303	->	7302
6481	->	7302
4842	->	7302
7102	->	7302
6671	->	7302
6427	->	6506
4608	->	6341
5475	->	6341
5783	->	6341
1442	->	2288
1152	->	2288
5323	->	8242
1152	->	8242
6226	->	6347
1153	->	5124
1827	->	5124
5104	->	6856
3899	->	6856
4536	->	6856
6282	->	6856
1154	->	5104
1155	->	3953
3953	->	5727
1172	->	5727
3602	->	5727
1156	->	5524
5524	->	8243
1221	->	8243
5182	->	8243
1719	->	8243
5865	->	8243
1157	->	8244
4308	->	8244
3521	->	8244
1159	->	8245
1160	->	5964
1161	->	2806
1161	->	8246
2806	->	8247
1734	->	3121
1165	->	4612
1165	->	4735
1165	->	4411
1917	->	4411
6424	->	7202
6741	->	7202
1166	->	6030
2362	->	6030
1167	->	8248
5090	->	6804
1169	->	6591
6515	->	6591
1174	->	8249
4407	->	8249
7325	->	8249
1175	->	3242
2227	->	3242
1175	->	5907
4884	->	5907
3985	->	5637
3765	->	5637
1752	->	5637
2144	->	5637
3269	->	5637
1176	->	3985
3186	->	5357
1177	->	5357
1177	->	8250
1177	->	8251
1177	->	8252
6323	->	8253
6405	->	8253
6916	->	8253
1177	->	8254
1178	->	8255
3107	->	8255
5949	->	8255
1180	->	1389
1484	->	3007
1180	->	8256
6893	->	7273
6051	->	7273
6738	->	7273
1436	->	1686
6997	->	8257
6954	->	8257
5085	->	8257
6656	->	8257
6976	->	6997
5111	->	6976
6577	->	6976
3916	->	6976
2232	->	5111
3979	->	5111
5111	->	6954
4353	->	6577
6294	->	6577
5980	->	6577
1180	->	6577
1180	->	1484
1180	->	8258
1181	->	6825
6652	->	6825
1184	->	8259
1960	->	8259
1187	->	3135
5701	->	8260
4073	->	8260
5586	->	8260
1192	->	3887
1722	->	3887
2580	->	3887
1193	->	4115
1193	->	4254
4115	->	8261
1194	->	1788
3256	->	3765
1391	->	3765
3555	->	3765
3772	->	8262
1198	->	8263
5003	->	8263
3772	->	8264
1198	->	8265
1199	->	8266
3830	->	8267
5490	->	8267
6217	->	8267
6991	->	8267
3323	->	3830
1202	->	5455
5007	->	5455
3433	->	5455
2760	->	4375
3726	->	4375
1228	->	4375
1202	->	5211
3116	->	6686
6583	->	6686
3897	->	6686
1204	->	1656
1205	->	8268
1205	->	6520
2383	->	6520
2758	->	6520
4324	->	6520
6167	->	6520
1206	->	8269
1207	->	2816
1208	->	2814
2814	->	8270
1208	->	7105
3702	->	7105
3425	->	7105
3569	->	7105
6770	->	7105
1209	->	8271
1209	->	5933
1211	->	8272
1211	->	8273
5503	->	5778
5599	->	5778
5448	->	5467
1213	->	1567
5881	->	6625
1724	->	6625
5484	->	5503
5065	->	5154
4956	->	5154
1567	->	1743
3263	->	3400
3871	->	5065
3865	->	5065
5790	->	5881
5154	->	5448
1213	->	8274
1743	->	3082
5778	->	5790
1215	->	2944
2456	->	2944
1216	->	4577
3275	->	4577
3470	->	4577
3697	->	4577
2641	->	4577
1217	->	7128
3790	->	5444
1218	->	8275
1220	->	5078
3198	->	5078
1220	->	8276
3198	->	8276
1223	->	3677
1223	->	5161
3035	->	5161
3677	->	3885
2872	->	3885
2942	->	3885
3821	->	6212
3472	->	6212
1224	->	3821
1226	->	1657
3004	->	5826
1228	->	5826
3236	->	5826
3494	->	3967
2404	->	5062
3414	->	5062
4403	->	5062
2958	->	6692
